WorkerId_scrambled,uid,AcceptTime,SubmitTime,conditionAskOther,conditionshowFeedback,feedbacktext,nBlocks,nTrialsperBlock,nameOther,otherworkerId_scrambled,otherworkerperf,userAgent,whExpVersion,estBlock,idSet,BasicConcept,cid,actCorrectOther,actCorrectSelf,estCorrectOther,estCorrectSelf,estimationTime,GroupCount,mean_isCorrect,mean_Conf,mean_TotalTrialTime
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,4,15,reptile,4,8,10,6,7,6054,12,0.833333333333333,48.75,7304.33333333333
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,5,9,primate,3,3,4,4,4,7855,12,0.333333333333333,27.5,8480.41666666667
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,6,10,primate,3,9,5,3,4,6401,12,0.416666666666667,28.75,9555.41666666667
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,7,11,primate,3,6,9,9,7,7142,12,0.75,38.75,7375.5
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,8,12,primate,3,5,4,6,7,12558,12,0.333333333333333,41.25,8694.66666666667
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,9,5,dog,2,8,12,8,8,8227,12,1,62.5,7571.58333333333
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,10,8,dog,2,8,11,8,8,7697,12,0.916666666666667,41.25,7252.33333333333
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,11,7,dog,2,4,7,5,4,6843,12,0.583333333333333,43.75,6717.91666666667
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,12,6,dog,2,4,8,5,4,5087,12,0.666666666666667,31.25,8047.66666666667
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,13,1,bird,1,2,2,4,3,6029,12,0.166666666666667,33.75,8033.33333333333
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,14,3,bird,1,5,9,6,6,6246,12,0.75,55,7286.08333333333
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,15,4,bird,1,8,7,6,7,6445,12,0.583333333333333,77.5,7074.5
PHSNlHlCyDXQpFtpWGG8TmBTODU=,2,Thu Sep 23 09:11:36 PDT 2021,Thu Sep 23 09:47:28 PDT 2021,1,1,"It was interesting and also humbling to realize I do not know the different types of animals. Thank you for that experience.",16,12,Faith,inRHfZPWOzuzqTiAxdcFpXG4pck=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,16,2,bird,1,4,4,4,3,7056,12,0.333333333333333,30,9145.33333333333
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,1,16,reptile,4,4,9,9,10,15755,12,0.75,83.75,6402.5
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,2,14,reptile,4,3,8,3,8,6357,12,0.666666666666667,85,6285.33333333333
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,3,15,reptile,4,7,10,3,10,5728,12,0.833333333333333,87.5,5915.33333333333
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,4,13,reptile,4,6,11,5,9,5028,12,0.916666666666667,86.25,6030.91666666667
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,5,2,bird,1,5,9,7,7,5400,12,0.75,85,5001.66666666667
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,6,3,bird,1,2,9,6,6,6872,12,0.75,80,5943.16666666667
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,7,4,bird,1,7,8,7,10,5500,12,0.666666666666667,86.25,4684.08333333333
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,8,1,bird,1,4,4,2,2,5389,12,0.333333333333333,37.5,5706.33333333333
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,9,10,primate,3,7,4,4,6,5614,12,0.333333333333333,61.25,6083.16666666667
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,10,12,primate,3,3,10,10,7,5169,12,0.833333333333333,70,5541.75
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,11,11,primate,3,9,11,6,9,5246,12,0.916666666666667,87.5,4800.58333333333
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,12,9,primate,3,4,2,3,2,4502,12,0.166666666666667,35,5551.41666666667
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,13,5,dog,2,4,11,7,9,5790,12,0.916666666666667,82.5,6197.58333333333
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,14,7,dog,2,0,7,4,6,4316,12,0.583333333333333,58.75,6132.25
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,15,8,dog,2,4,6,6,7,4825,12,0.5,61.25,5621.5
dkenQ5CrB8rtCZaZaVdDK/ue4nQ=,3,Thu Sep 23 12:05:17 PDT 2021,Thu Sep 23 12:30:59 PDT 2021,1,1,"was easy and one of the most enjoyable HITs I've done all day, good luck with your research!",16,12,Pedro,QhVTu6nPRHf0HyzvGUCO5ugW7NM=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,16,6,dog,2,6,12,5,7,4982,12,1,81.25,5538.08333333333
iSuEEGPMa+itrqIUvcXfwpTtiM0=,4,Thu Sep 23 09:25:44 PDT 2021,Thu Sep 23 09:53:50 PDT 2021,1,0,"nothing was unclear",16,12,Maxine,nZsycCAYIiptyhf3GiiRewbGGEo=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,1,15,reptile,4,7,8,7,5,23816,12,0.666666666666667,42.5,7189.08333333333
iSuEEGPMa+itrqIUvcXfwpTtiM0=,4,Thu Sep 23 09:25:44 PDT 2021,Thu Sep 23 09:53:50 PDT 2021,1,0,"nothing was unclear",16,12,Maxine,nZsycCAYIiptyhf3GiiRewbGGEo=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,2,16,reptile,4,9,9,8,4,9165,12,0.75,40,6412.16666666667
iSuEEGPMa+itrqIUvcXfwpTtiM0=,4,Thu Sep 23 09:25:44 PDT 2021,Thu Sep 23 09:53:50 PDT 2021,1,0,"nothing was unclear",16,12,Maxine,nZsycCAYIiptyhf3GiiRewbGGEo=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,3,14,reptile,4,3,3,5,4,12493,12,0.25,31.25,5440.91666666667
iSuEEGPMa+itrqIUvcXfwpTtiM0=,4,Thu Sep 23 09:25:44 PDT 2021,Thu Sep 23 09:53:50 PDT 2021,1,0,"nothing was unclear",16,12,Maxine,nZsycCAYIiptyhf3GiiRewbGGEo=,Bottom,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.82 Safari/537.36",5,4,13,reptile,4,7,10,9,8,12757,12,0.833333333333333,58.75,4894.08333333333
